date,day_of_week,total_patients,male_patients,female_patients,children_patients,adult_patients,elderly_patients,fever_cases,cough_cases,diarrhea_cases,vomiting_cases,skin_rash_cases,animal_bite_cases,paracetamol_used,antibiotics_used,ors_packets_used,malaria_kits_used,temperature,rainfall,humidity
2015-09-22,Tuesday,61,32,29,9,46,6,13,9,3,1,1,1,13,9,3,0,34.6,0,42
2015-09-23,Wednesday,58,31,27,11,39,8,10,10,2,1,1,0,11,8,2,0,31.3,0,40
2015-09-24,Thursday,56,29,27,9,41,6,9,5,2,1,1,0,9,5,2,0,26.2,0,70
2015-09-25,Friday,62,29,33,10,46,6,13,4,6,3,0,0,12,4,5,4,28.8,50,80
2015-09-26,Saturday,49,24,25,9,34,6,5,8,2,1,1,0,4,2,1,0,30.6,0,73
2015-09-27,Sunday,43,19,24,8,31,4,7,5,2,1,1,0,7,5,2,0,28.9,0,52
2015-09-28,Monday,52,23,29,10,36,6,5,9,2,1,0,0,4,4,1,0,28.2,0,46
2015-09-29,Tuesday,59,29,30,9,42,8,13,3,2,1,1,0,14,4,1,0,28.7,0,71
2015-09-30,Wednesday,55,26,29,11,37,7,10,5,2,1,1,0,11,3,2,0,31.2,0,49
2015-10-01,Thursday,70,37,33,12,51,7,7,5,3,1,2,0,7,5,3,0,27.4,0,71
2015-10-02,Friday,51,26,25,10,35,6,9,3,2,1,2,0,9,3,1,0,27.7,5,60
2015-10-03,Saturday,55,28,27,10,40,5,13,8,2,1,1,0,11,6,1,0,30.2,10,62
2015-10-04,Sunday,32,16,16,4,25,3,4,4,1,0,0,0,4,3,1,0,29.8,0,47
2015-10-05,Monday,56,30,26,12,39,5,10,4,2,1,2,0,11,6,1,0,35.0,0,60
2015-10-06,Tuesday,43,21,22,7,32,4,7,7,2,1,1,1,7,3,2,0,28.7,10,49
2015-10-07,Wednesday,55,25,30,12,36,7,9,6,2,1,1,0,8,7,1,0,28.2,10,60
2015-10-08,Thursday,57,26,31,13,39,5,8,3,2,1,2,0,9,5,1,0,31.7,10,51
2015-10-09,Friday,53,24,29,12,36,5,7,5,2,1,1,0,6,4,1,0,27.9,10,51
2015-10-10,Saturday,52,24,28,12,36,4,7,3,5,2,2,0,6,2,3,1,30.3,50,76
2015-10-11,Sunday,53,28,25,9,40,4,11,9,2,1,1,1,10,5,1,0,32.8,0,74
2015-10-12,Monday,54,29,25,8,41,5,13,7,2,1,1,1,13,5,1,0,27.7,0,56
2015-10-13,Tuesday,60,31,29,9,44,7,6,11,6,3,1,0,6,7,6,0,29.2,20,65
2015-10-14,Wednesday,57,30,27,13,37,7,11,5,2,1,2,0,9,7,1,0,33.4,0,68
2015-10-15,Thursday,55,24,31,8,42,5,9,10,5,2,2,0,10,8,5,0,31.5,20,48
2015-10-16,Friday,70,36,34,12,51,7,11,9,3,1,3,3,11,7,3,0,28.1,10,63
2015-10-17,Saturday,51,28,23,7,39,5,8,8,2,1,0,0,8,6,1,0,33.4,10,55
2015-10-18,Sunday,60,29,31,9,45,6,9,5,3,1,0,0,7,5,3,0,31.5,5,52
2015-10-19,Monday,47,22,25,10,31,6,6,3,2,1,2,0,5,1,2,0,27.7,0,73
2015-10-20,Tuesday,50,25,25,11,34,5,6,4,2,1,2,0,5,4,2,0,29.9,0,50
2015-10-21,Wednesday,50,22,28,8,35,7,5,2,5,2,1,0,4,1,3,0,29.1,20,62
2015-10-22,Thursday,53,26,27,12,37,4,8,10,5,2,0,0,8,5,4,0,28.2,50,86
2015-10-23,Friday,56,26,30,10,40,6,12,4,2,1,2,0,10,3,1,0,30.2,0,47
2015-10-24,Saturday,59,30,29,11,42,6,8,5,5,2,1,0,9,5,4,0,29.1,50,80
2015-10-25,Sunday,45,23,22,7,35,3,6,5,2,1,0,0,5,4,1,0,30.4,10,64
2015-10-26,Monday,49,24,25,10,32,7,8,6,4,2,2,0,8,3,4,0,26.2,100,92
2015-10-27,Tuesday,46,22,24,8,32,6,8,7,2,1,1,0,9,5,2,0,27.6,5,55
2015-10-28,Wednesday,56,28,28,13,38,5,12,7,5,2,0,0,13,5,5,0,30.2,20,53
2015-10-29,Thursday,56,25,31,13,36,7,12,10,2,1,0,0,13,10,1,0,28.3,0,46
2015-10-30,Friday,48,22,26,9,33,6,5,4,2,1,2,0,5,4,1,0,27.9,5,50
2015-10-31,Saturday,40,18,22,6,29,5,6,7,2,1,0,0,6,6,1,0,30.0,0,70
2015-11-01,Sunday,40,18,22,7,29,4,8,4,2,1,0,0,8,5,2,0,31.4,0,61
2015-11-02,Monday,73,35,38,13,54,6,10,14,7,3,2,0,10,8,6,0,30.9,50,83
2015-11-03,Tuesday,56,30,26,13,37,6,10,10,2,1,1,0,10,6,2,0,30.5,10,46
2015-11-04,Wednesday,55,25,30,11,37,7,7,9,5,2,1,0,8,6,5,0,33.0,20,48
2015-11-05,Thursday,46,21,25,8,35,3,5,4,2,1,1,0,5,3,2,0,28.1,10,59
2015-11-06,Friday,60,32,28,9,46,5,7,4,3,1,2,2,6,3,2,0,30.4,10,59
2015-11-07,Saturday,59,29,30,11,40,8,6,6,2,1,1,0,4,4,1,0,30.1,0,66
2015-11-08,Sunday,45,22,23,10,30,5,6,5,2,1,1,0,5,5,1,0,27.7,0,55
2015-11-09,Monday,51,26,25,11,36,4,7,6,2,1,2,0,5,3,1,0,31.1,5,67
2015-11-10,Tuesday,52,26,26,9,37,6,12,9,5,2,0,0,14,9,4,0,31.1,20,45
2015-11-11,Wednesday,61,29,32,10,46,5,13,6,6,3,2,1,11,6,6,0,28.3,20,52
2015-11-12,Thursday,63,33,30,10,46,7,7,5,3,1,1,0,7,2,3,0,30.4,5,67
2015-11-13,Friday,47,22,25,7,34,6,6,8,2,1,2,0,6,3,2,0,28.6,0,58
2015-11-14,Saturday,45,23,22,10,31,4,5,4,2,1,1,0,4,1,1,0,31.2,10,54
2015-11-15,Sunday,57,27,30,8,43,6,13,3,2,1,2,0,14,6,2,0,28.3,0,41
2015-11-16,Monday,69,35,34,16,46,7,12,3,3,1,0,0,13,3,2,0,29.5,5,60
2015-11-17,Tuesday,60,28,32,9,46,5,6,7,6,3,2,0,5,3,6,0,28.4,100,79
2015-11-18,Wednesday,55,27,28,12,35,8,8,9,2,1,0,1,8,6,2,0,28.2,0,47
2015-11-19,Thursday,55,30,25,9,40,6,7,4,2,1,1,0,8,3,1,0,31.3,10,70
2015-11-20,Friday,64,33,31,12,43,9,7,11,6,3,1,0,6,8,4,0,31.5,50,85
2015-11-21,Saturday,49,25,24,11,33,5,6,2,4,2,0,0,5,3,3,0,32.5,50,80
2015-11-22,Sunday,51,25,26,8,36,7,10,5,5,2,1,0,9,6,5,1,27.4,100,82
2015-11-23,Monday,66,29,37,13,45,8,9,7,3,1,1,0,9,5,2,0,30.1,10,63
2015-11-24,Tuesday,59,29,30,9,46,4,7,7,5,2,2,0,6,4,3,0,28.6,20,48
2015-11-25,Wednesday,55,28,27,12,38,5,6,10,2,1,1,0,6,6,1,0,26.4,0,57
2015-11-26,Thursday,58,31,27,12,39,7,6,8,5,2,1,0,6,3,4,0,31.5,100,94
2015-11-27,Friday,59,29,30,12,42,5,13,9,5,2,1,1,15,6,3,0,22.8,20,68
2015-11-28,Saturday,51,27,24,10,35,6,9,7,5,2,1,0,9,7,5,0,31.9,20,74
2015-11-29,Sunday,46,23,23,8,33,5,10,8,4,2,0,0,9,6,4,0,32.8,20,53
2015-11-30,Monday,62,32,30,13,41,8,6,5,3,1,2,0,6,3,2,0,31.0,10,67
2015-12-01,Tuesday,41,18,23,9,28,4,4,3,2,1,0,1,4,2,1,0,23.0,10,43
2015-12-02,Wednesday,30,15,15,7,20,3,4,5,1,0,0,1,3,2,0,0,27.2,10,41
2015-12-03,Thursday,43,22,21,7,30,6,5,6,4,2,1,0,4,3,4,1,24.8,100,87
2015-12-04,Friday,48,26,22,9,35,4,10,5,2,1,0,0,9,4,1,0,27.4,10,42
2015-12-05,Saturday,35,16,19,7,24,4,4,2,1,0,1,0,4,2,1,0,27.5,0,49
2015-12-06,Sunday,30,15,15,6,21,3,6,3,1,0,1,3,6,2,0,0,24.4,0,73
2015-12-07,Monday,35,18,17,8,24,3,4,2,1,0,0,1,4,2,0,0,29.0,10,61
2015-12-08,Tuesday,35,18,17,6,26,3,4,6,3,1,0,2,4,3,3,0,25.1,20,44
2015-12-09,Wednesday,29,14,15,7,19,3,4,3,1,0,1,3,3,2,1,0,25.0,10,47
2015-12-10,Thursday,39,18,21,7,27,5,5,3,1,0,0,3,4,1,0,0,29.8,0,60
2015-12-11,Friday,33,15,18,6,25,2,4,2,1,0,0,0,3,2,1,0,28.4,0,51
2015-12-12,Saturday,35,16,19,8,24,3,8,6,3,1,1,0,8,5,2,2,22.6,50,76
2015-12-13,Sunday,41,19,22,7,30,4,9,2,4,2,1,2,9,2,3,0,27.0,50,89
2015-12-14,Monday,25,11,14,4,18,3,3,3,1,0,1,0,2,1,0,0,27.3,0,54
2015-12-15,Tuesday,47,21,26,8,35,4,9,6,2,1,2,0,7,6,1,0,25.4,5,72
2015-12-16,Wednesday,63,29,34,14,42,7,15,4,3,1,2,0,13,5,2,0,26.5,5,72
2015-12-17,Thursday,29,14,15,4,23,2,4,2,2,1,0,0,4,2,1,0,26.3,100,88
2015-12-18,Friday,29,14,15,5,20,4,6,1,2,1,0,2,5,2,1,1,26.8,50,94
2015-12-19,Saturday,31,14,17,5,23,3,6,1,1,0,0,0,6,1,0,0,25.6,0,64
2015-12-20,Sunday,14,6,8,2,10,2,1,1,0,0,0,3,0,0,0,0,28.7,0,43
2015-12-21,Monday,39,20,19,9,26,4,6,6,3,1,1,0,6,4,3,0,23.8,50,78
2015-12-22,Tuesday,46,22,24,7,34,5,4,3,2,1,0,0,4,1,1,0,27.3,10,42
2015-12-23,Wednesday,34,16,18,6,25,3,4,4,3,1,1,0,4,3,3,4,27.5,100,81
2015-12-24,Thursday,38,20,18,8,25,5,4,5,1,0,1,0,3,4,1,0,28.1,10,68
2015-12-25,Friday,23,11,12,5,15,3,5,1,1,0,0,3,4,1,1,0,24.5,10,46
2015-12-26,Saturday,34,16,18,8,24,2,5,5,1,0,1,0,4,4,0,0,26.3,5,53
2015-12-27,Sunday,29,15,14,4,21,4,6,3,1,0,0,2,4,3,0,0,27.5,0,73
2015-12-28,Monday,42,21,21,8,29,5,9,4,4,2,1,0,9,5,3,0,20.4,20,69
2015-12-29,Tuesday,38,17,21,7,27,4,6,3,1,0,1,0,4,4,1,0,29.4,5,73
2015-12-30,Wednesday,63,32,31,12,43,8,7,6,3,1,0,0,8,4,3,0,28.3,5,67
2015-12-31,Thursday,43,23,20,7,32,4,8,6,2,1,1,0,8,6,2,0,33.8,0,59
2016-01-01,Friday,36,19,17,7,25,4,5,7,1,0,1,0,5,3,1,0,30.5,0,52
2016-01-02,Saturday,19,8,11,3,14,2,2,1,0,0,0,1,2,1,0,0,25.1,0,40
2016-01-03,Sunday,27,14,13,4,20,3,4,4,1,0,0,2,3,2,0,0,26.4,1,68
2016-01-04,Monday,41,18,23,7,30,4,6,2,2,1,1,0,5,1,2,0,32.0,0,45
2016-01-05,Tuesday,44,21,23,9,31,4,9,7,2,1,1,0,8,5,1,0,26.7,0,45
2016-01-06,Wednesday,40,18,22,6,29,5,8,5,2,1,0,2,9,4,2,0,26.4,0,72
2016-01-07,Thursday,39,20,19,6,29,4,7,7,1,0,1,0,6,6,1,0,28.6,0,45
2016-01-08,Friday,48,25,23,7,37,4,11,7,2,1,2,0,11,6,2,0,24.8,0,65
2016-01-09,Saturday,40,18,22,7,28,5,9,2,2,1,1,0,7,2,2,0,29.2,0,55
2016-01-10,Sunday,25,12,13,5,18,2,3,3,1,0,0,0,2,1,1,0,25.2,0,69
2016-01-11,Monday,38,19,19,8,27,3,3,4,1,0,1,0,3,2,1,0,25.1,0,41
2016-01-12,Tuesday,48,23,25,8,35,5,8,5,2,1,1,0,6,5,2,0,27.7,0,64
2016-01-13,Wednesday,48,23,25,11,32,5,7,7,2,1,2,1,8,3,1,0,31.3,0,54
2016-01-14,Thursday,37,18,19,7,26,4,5,6,1,0,1,0,5,3,0,0,27.2,0,73
2016-01-15,Friday,49,26,23,10,36,3,8,8,2,1,1,2,9,5,1,0,26.0,0,64
2016-01-16,Saturday,36,16,20,5,26,5,6,2,1,0,1,0,5,3,0,0,24.6,0,59
2016-01-17,Sunday,44,23,21,7,32,5,9,6,2,1,2,0,8,3,1,0,28.9,0,67
2016-01-18,Monday,45,21,24,11,30,4,6,2,2,1,1,0,6,2,2,0,31.7,1,43
2016-01-19,Tuesday,31,14,17,6,21,4,6,1,1,0,1,0,6,3,0,0,26.2,0,45
2016-01-20,Wednesday,31,16,15,7,21,3,6,1,1,0,0,0,5,1,0,0,24.6,0,49
2016-01-21,Thursday,34,16,18,5,26,3,8,6,1,0,1,0,8,3,0,0,23.4,0,43
2016-01-22,Friday,41,21,20,9,27,5,10,7,2,1,1,0,10,7,1,0,25.7,0,70
2016-01-23,Saturday,34,15,19,5,25,4,6,2,1,0,1,0,6,3,0,0,27.5,0,74
2016-01-24,Sunday,35,16,19,6,24,5,8,5,1,0,1,2,6,3,0,0,27.9,0,54
2016-01-25,Monday,43,20,23,9,30,4,7,7,2,1,0,0,6,6,1,0,29.4,1,51
2016-01-26,Tuesday,48,26,22,9,34,5,10,4,2,1,0,1,11,5,2,0,28.5,0,50
2016-01-27,Wednesday,30,13,17,4,23,3,3,2,1,0,0,1,3,2,1,0,25.7,2,58
2016-01-28,Thursday,40,20,20,6,29,5,9,6,2,1,0,0,9,3,2,0,24.5,2,62
2016-01-29,Friday,40,21,19,9,28,3,6,7,2,1,1,0,5,4,1,0,27.9,0,49
2016-01-30,Saturday,40,20,20,6,30,4,7,5,2,1,1,0,8,2,1,0,28.4,0,73
2016-01-31,Sunday,33,15,18,5,25,3,7,6,1,0,1,0,8,5,0,0,29.6,0,44
2016-02-01,Monday,50,26,24,8,36,6,9,8,2,1,2,0,9,7,2,0,28.3,0,74
2016-02-02,Tuesday,43,23,20,7,30,6,5,5,2,1,1,1,4,2,2,0,28.5,0,58
2016-02-03,Wednesday,45,24,21,9,31,5,4,4,2,1,1,0,4,2,2,0,28.1,0,59
2016-02-04,Thursday,43,20,23,9,31,3,7,5,2,1,2,0,5,5,1,0,26.0,0,47
2016-02-05,Friday,48,25,23,10,32,6,7,5,2,1,2,0,6,2,1,0,25.6,0,41
2016-02-06,Saturday,31,14,17,6,21,4,6,4,1,0,1,0,6,2,1,0,28.2,1,56
2016-02-07,Sunday,38,18,20,8,27,3,5,7,1,0,0,3,5,4,0,0,23.9,0,58
2016-02-08,Monday,50,23,27,10,35,5,7,6,2,1,1,0,7,5,2,0,25.3,0,40
2016-02-09,Tuesday,43,22,21,7,30,6,6,6,2,1,1,0,6,5,2,0,26.7,0,66
2016-02-10,Wednesday,40,18,22,6,29,5,5,6,2,1,1,0,5,3,1,0,29.1,0,68
2016-02-11,Thursday,33,16,17,5,24,4,6,5,1,0,0,0,4,3,0,0,29.3,0,50
2016-02-12,Friday,46,25,21,8,34,4,8,5,2,1,0,0,8,6,1,0,21.4,2,41
2016-02-13,Saturday,38,19,19,9,26,3,4,2,1,0,0,0,3,1,1,0,28.2,0,74
2016-02-14,Sunday,28,15,13,6,18,4,3,2,1,0,1,1,3,1,0,0,27.2,0,54
2016-02-15,Monday,42,20,22,7,32,3,4,2,2,1,1,0,3,1,1,0,26.1,0,59
2016-02-16,Tuesday,34,17,17,8,23,3,6,2,1,0,0,0,4,1,1,0,28.0,0,54
2016-02-17,Wednesday,28,13,15,4,20,4,6,3,1,0,0,0,5,2,0,0,29.5,0,41
2016-02-18,Thursday,25,13,12,3,20,2,5,4,1,0,0,0,5,3,0,0,27.3,0,71
2016-02-19,Friday,30,14,16,6,21,3,4,5,1,0,0,0,4,1,1,0,29.8,0,52
2016-02-20,Saturday,36,19,17,5,27,4,6,5,1,0,0,0,5,2,0,0,28.1,0,65
2016-02-21,Sunday,35,17,18,7,25,3,6,4,1,0,0,0,6,4,1,0,27.1,0,65
2016-02-22,Monday,30,14,16,5,23,2,3,2,1,0,0,3,2,2,1,0,24.2,0,50
2016-02-23,Tuesday,35,17,18,8,24,3,4,4,1,0,1,0,3,2,0,0,26.2,0,57
2016-02-24,Wednesday,61,28,33,11,44,6,13,9,3,1,1,1,12,9,2,0,27.9,0,72
2016-02-25,Thursday,42,21,21,9,29,4,9,5,2,1,1,0,10,3,2,0,26.1,0,63
2016-02-26,Friday,33,17,16,7,24,2,5,1,1,0,0,0,4,2,0,0,27.8,0,64
2016-02-27,Saturday,34,17,17,6,24,4,4,1,1,0,1,1,4,2,1,0,25.1,0,40
2016-02-28,Sunday,44,23,21,10,31,3,6,3,2,1,0,0,6,2,1,0,27.0,1,67
2016-02-29,Monday,21,10,11,4,15,2,4,2,1,0,0,0,4,1,0,0,25.9,0,43
2016-03-01,Tuesday,46,21,25,8,34,4,7,6,2,1,0,0,8,5,2,0,38.3,0,45
2016-03-02,Wednesday,35,15,20,6,26,3,6,2,1,0,1,1,7,3,1,0,39.3,1,64
2016-03-03,Thursday,39,20,19,7,29,3,6,2,1,0,1,0,6,3,0,0,30.2,0,56
2016-03-04,Friday,42,19,23,8,30,4,7,2,2,1,0,0,6,3,1,0,35.3,5,72
2016-03-05,Saturday,26,11,15,5,19,2,5,2,1,0,0,0,5,2,1,0,38.0,0,48
2016-03-06,Sunday,36,17,19,8,24,4,8,6,1,0,1,0,6,5,0,0,31.2,0,41
2016-03-07,Monday,60,30,30,14,42,4,9,10,3,1,1,0,7,5,2,0,38.0,2,43
2016-03-08,Tuesday,55,27,28,13,38,4,11,9,2,1,1,0,11,4,1,0,33.2,0,60
2016-03-09,Wednesday,44,20,24,10,31,3,9,3,2,1,1,0,9,4,1,0,41.7,0,41
2016-03-10,Thursday,54,24,30,10,39,5,7,6,2,1,1,0,8,4,1,0,35.1,0,43
2016-03-11,Friday,40,19,21,9,26,5,4,7,2,1,1,0,3,4,1,0,35.4,0,40
2016-03-12,Saturday,40,20,20,8,29,3,7,3,2,1,1,0,6,4,1,0,35.0,0,56
2016-03-13,Sunday,31,15,16,4,24,3,3,2,1,0,0,0,2,1,1,0,36.1,0,44
2016-03-14,Monday,34,17,17,6,24,4,7,5,1,0,0,0,7,3,1,0,33.4,0,66
2016-03-15,Tuesday,35,17,18,6,25,4,5,2,1,0,1,0,4,2,0,0,38.0,5,72
2016-03-16,Wednesday,27,13,14,5,19,3,5,1,1,0,0,0,4,1,1,0,30.4,0,69
2016-03-17,Thursday,39,19,20,9,27,3,9,5,1,0,0,1,7,4,1,0,36.7,0,49
2016-03-18,Friday,34,15,19,8,22,4,6,6,1,0,1,0,5,3,0,0,34.7,1,41
2016-03-19,Saturday,48,24,24,10,33,5,7,8,2,1,0,0,6,7,1,0,35.7,0,72
2016-03-20,Sunday,36,17,19,7,26,3,3,2,1,0,0,0,3,1,0,0,38.0,1,40
2016-03-21,Monday,55,27,28,12,38,5,8,3,2,1,1,1,8,2,2,0,32.1,0,54
2016-03-22,Tuesday,41,21,20,6,30,5,9,7,2,1,1,1,10,7,2,0,37.8,0,45
2016-03-23,Wednesday,41,20,21,8,28,5,9,2,2,1,0,0,9,2,2,0,36.8,0,47
2016-03-24,Thursday,50,23,27,11,33,6,8,9,2,1,1,0,6,5,1,0,32.8,0,54
2016-03-25,Friday,39,18,21,9,27,3,8,3,1,0,1,0,7,3,0,0,31.1,0,51
2016-03-26,Saturday,38,20,18,9,24,5,8,2,1,0,1,0,6,4,0,0,37.3,0,41
2016-03-27,Sunday,31,15,16,6,23,2,3,2,1,0,1,0,2,2,0,0,35.1,0,44
2016-03-28,Monday,44,24,20,7,33,4,5,4,2,1,0,0,4,2,1,0,36.5,0,65
2016-03-29,Tuesday,45,22,23,7,32,6,7,8,2,1,0,0,7,6,1,0,36.7,0,48
2016-03-30,Wednesday,38,18,20,6,27,5,7,6,1,0,1,0,6,3,1,0,38.4,1,45
2016-03-31,Thursday,39,18,21,5,30,4,7,5,1,0,1,0,7,3,0,0,34.8,2,48
2016-04-01,Friday,41,19,22,6,31,4,6,3,2,1,1,0,5,1,1,0,35.8,0,66
2016-04-02,Saturday,53,26,27,12,35,6,11,7,2,1,2,0,9,5,1,0,37.1,0,42
2016-04-03,Sunday,42,20,22,7,30,5,8,5,2,1,0,0,8,4,1,0,33.5,0,62
2016-04-04,Monday,57,30,27,10,43,4,11,8,2,1,2,0,10,6,2,0,36.7,0,50
2016-04-05,Tuesday,53,25,28,7,40,6,9,3,2,1,1,2,9,5,2,0,33.3,0,50
2016-04-06,Wednesday,41,20,21,7,30,4,7,2,2,1,1,0,6,3,1,0,40.4,2,41
2016-04-07,Thursday,41,22,19,7,31,3,7,5,2,1,1,0,6,4,1,0,29.3,0,59
2016-04-08,Friday,50,26,24,11,34,5,7,8,2,1,1,0,8,4,1,0,32.3,0,68
2016-04-09,Saturday,45,24,21,10,30,5,5,7,2,1,1,0,5,3,1,0,32.4,0,45
2016-04-10,Sunday,35,17,18,6,25,4,4,5,1,0,1,1,4,4,1,0,29.6,0,74
2016-04-11,Monday,48,25,23,8,37,3,8,8,2,1,0,0,6,6,1,0,36.2,0,51
2016-04-12,Tuesday,41,21,20,9,28,4,10,2,2,1,0,1,10,3,1,0,31.2,0,66
2016-04-13,Wednesday,55,30,25,13,36,6,8,7,2,1,1,0,8,5,2,0,42.3,0,66
2016-04-14,Thursday,64,33,31,9,48,7,8,12,3,1,2,0,7,4,3,0,33.6,0,63
2016-04-15,Friday,60,31,29,12,40,8,6,5,3,1,1,1,6,4,2,0,40.8,0,65
2016-04-16,Saturday,34,17,17,7,25,2,4,6,1,0,0,0,3,2,0,0,36.3,0,65
2016-04-17,Sunday,39,21,18,7,28,4,8,4,1,0,1,0,7,4,0,0,34.2,0,41
2016-04-18,Monday,48,24,24,10,34,4,11,4,2,1,0,0,13,3,2,0,37.9,0,62
2016-04-19,Tuesday,57,26,31,8,44,5,9,8,2,1,0,0,7,3,2,0,32.8,0,49
2016-04-20,Wednesday,54,25,29,10,38,6,8,10,2,1,1,0,8,4,2,0,33.2,0,66
2016-04-21,Thursday,58,29,29,8,43,7,13,6,2,1,1,1,11,6,1,0,32.2,0,51
2016-04-22,Friday,57,27,30,8,42,7,6,7,2,1,0,0,5,5,1,0,34.1,0,68
2016-04-23,Saturday,38,19,19,6,27,5,6,2,1,0,0,0,6,1,1,0,35.9,0,42
2016-04-24,Sunday,46,21,25,10,33,3,6,6,2,1,1,0,7,5,1,0,35.9,0,68
2016-04-25,Monday,45,23,22,7,34,4,11,7,2,1,0,0,11,3,2,0,34.8,0,48
2016-04-26,Tuesday,49,22,27,10,34,5,6,3,2,1,1,0,7,4,1,0,39.5,0,42
2016-04-27,Wednesday,28,13,15,4,21,3,3,5,1,0,1,0,2,2,0,0,39.3,0,42
2016-04-28,Thursday,58,28,30,11,40,7,9,5,2,1,1,0,8,6,1,0,30.9,0,63
2016-04-29,Friday,54,27,27,10,39,5,12,8,2,1,0,0,13,9,1,0,38.1,0,46
2016-04-30,Saturday,43,22,21,9,29,5,10,7,2,1,1,0,11,4,1,0,37.6,2,71
2016-05-01,Sunday,35,18,17,8,23,4,8,2,1,0,1,0,8,3,0,0,36.7,1,56
2016-05-02,Monday,53,25,28,11,35,7,10,6,2,1,1,0,11,4,1,0,40.7,0,71
2016-05-03,Tuesday,41,19,22,8,28,5,8,3,2,1,1,0,7,3,1,0,34.7,0,62
2016-05-04,Wednesday,58,27,31,14,38,6,8,4,2,1,0,0,6,5,2,0,36.7,0,68
2016-05-05,Thursday,48,25,23,11,32,5,8,5,2,1,1,0,7,5,1,0,35.0,1,46
2016-05-06,Friday,60,31,29,11,41,8,14,6,3,1,0,0,11,4,3,0,32.7,1,62
2016-05-07,Saturday,52,27,25,11,36,5,12,5,2,1,1,2,10,7,2,0,38.5,2,52
2016-05-08,Sunday,47,24,23,10,33,4,4,3,2,1,0,2,4,2,2,0,37.5,0,54
2016-05-09,Monday,59,29,30,13,38,8,11,3,2,1,2,0,10,4,1,0,33.1,0,47
2016-05-10,Tuesday,54,27,27,12,38,4,6,3,2,1,0,0,5,3,2,0,36.1,0,47
2016-05-11,Wednesday,53,24,29,11,37,5,6,6,2,1,0,0,4,2,1,0,32.4,0,42
2016-05-12,Thursday,43,20,23,8,31,4,4,4,2,1,1,0,4,3,1,0,31.3,0,41
2016-05-13,Friday,41,20,21,8,29,4,5,2,2,1,1,0,5,3,2,0,34.8,0,65
2016-05-14,Saturday,37,19,18,5,27,5,9,2,1,0,1,1,7,4,1,0,34.5,0,45
2016-05-15,Sunday,54,26,28,8,41,5,7,5,2,1,1,0,6,5,1,0,39.6,0,45
2016-05-16,Monday,45,23,22,7,34,4,5,7,2,1,0,0,5,2,1,0,33.8,0,42
2016-05-17,Tuesday,55,28,27,13,34,8,6,2,2,1,1,0,6,1,2,0,35.8,0,73
2016-05-18,Wednesday,69,36,33,13,49,7,13,10,3,1,2,0,12,7,2,0,30.2,0,66
2016-05-19,Thursday,50,25,25,12,34,4,7,5,2,1,1,0,6,4,1,0,40.0,1,60
2016-05-20,Friday,50,26,24,9,37,4,7,7,2,1,1,0,7,3,2,0,32.9,0,60
2016-05-21,Saturday,37,16,21,6,27,4,6,7,1,0,0,0,5,4,1,0,34.5,1,73
2016-05-22,Sunday,63,34,29,13,45,5,14,8,3,1,1,0,11,10,2,0,29.9,5,66
2016-05-23,Monday,48,25,23,8,34,6,7,8,2,1,1,0,6,4,2,0,33.2,0,55
2016-05-24,Tuesday,60,30,30,10,45,5,8,9,3,1,2,2,8,5,2,0,33.2,0,41
2016-05-25,Wednesday,47,25,22,8,33,6,7,7,2,1,0,1,8,6,1,0,38.8,0,56
2016-05-26,Thursday,54,29,25,9,41,4,13,5,2,1,2,0,15,6,1,0,31.9,0,66
2016-05-27,Friday,46,21,25,7,36,3,9,9,2,1,0,0,7,8,1,0,36.9,0,48
2016-05-28,Saturday,47,24,23,8,35,4,5,7,2,1,2,0,5,2,2,0,33.2,1,59
2016-05-29,Sunday,32,17,15,4,25,3,5,1,1,0,0,0,4,2,1,0,33.4,2,65
2016-05-30,Monday,49,23,26,10,34,5,9,8,2,1,2,0,9,6,2,0,32.6,0,54
2016-05-31,Tuesday,43,22,21,9,31,3,7,5,2,1,1,3,5,4,2,0,35.0,0,71
2016-06-01,Wednesday,56,27,29,10,41,5,6,9,2,1,2,0,5,6,1,0,27.4,2,63
2016-06-02,Thursday,59,30,29,10,44,5,8,10,2,1,2,0,7,5,2,0,32.1,0,58
2016-06-03,Friday,56,28,28,12,37,7,13,9,5,2,2,1,12,6,5,0,29.1,20,41
2016-06-04,Saturday,65,29,36,13,43,9,15,11,3,1,0,1,17,10,2,0,27.4,0,47
2016-06-05,Sunday,54,26,28,12,36,6,9,6,2,1,1,0,7,5,1,0,31.4,0,73
2016-06-06,Monday,62,28,34,10,46,6,13,7,3,1,1,0,15,8,2,0,31.5,2,43
2016-06-07,Tuesday,57,28,29,13,39,5,9,8,5,2,2,1,9,6,5,0,29.4,20,65
2016-06-08,Wednesday,41,20,21,9,29,3,8,4,2,1,1,0,9,5,1,0,28.3,2,72
2016-06-09,Thursday,48,21,27,8,34,6,8,4,2,1,1,0,7,5,1,0,30.4,0,40
2016-06-10,Friday,46,22,24,8,34,4,5,3,2,1,0,0,4,3,1,0,29.4,2,64
2016-06-11,Saturday,52,24,28,12,34,6,8,6,2,1,0,0,6,3,1,0,28.4,0,44
2016-06-12,Sunday,52,27,25,8,38,6,11,6,2,1,1,0,10,3,2,0,31.8,0,71
2016-06-13,Monday,43,19,24,10,28,5,7,2,2,1,1,0,7,1,1,0,31.6,0,59
